Count,Name,Edition,Card Number,Language,Foil,PreRelease
3,Mind Rot,Kaladesh,93,English,,
4,Mind Rot,Core Set 2019,109,English,,
2,Mind Rot,Core Set 2020,108,English,,
2,Mind Rot,Core Set 2021,115,English,,
1,Mind Spring,Duel Decks: Merfolk vs. Goblins,14,English,,
1,Mindleech Ghoul,Innistrad: Crimson Vow,122,English,true,
1,Mindmelter,Oath of the Gatewatch,149,English,,
4,Mindstab Thrull,Fallen Empires,19,English,,
4,Mindstab Thrull,Fallen Empires,20,English,,
1,Mindstab Thrull,Fallen Empires,21,English,,
4,Mindstatic,Dragon's Maze,14,English,,
1,Minimus Containment,Adventures in the Forgotten Realms,24,English,,
3,Ministrant of Obligation,Ravnica Allegiance,16,English,,
1,Minotaur Abomination,Magic 2014 Core Set,107,English,,
1,Minotaur Skullcleaver,Theros,130,English,,
1,Minotaur Sureshot,Amonkhet,143,English,,
1,Miracle Worker,The Dark,86,English,,
2,Mire's Grasp,Theros Beyond Death,106,English,,
1,Mire's Malice,Battle for Zendikar,117,English,,
1,Mirror Image,Core Set 2019,61,English,,
1,Mirror Shield,Theros Beyond Death,234,English,,
1,Mischievous Chimera,Theros Beyond Death,223,English,,
1,Misdirection,Duel Decks: Merfolk vs. Goblins,15,English,,
2,Mishra's Self-Replicator,Dominaria,223,English,,
1,Mishra's War Machine,Fourth Edition,355,English,,
3,Mist-Cloaked Herald,Rivals of Ixalan,43,English,,
3,Mistford River Turtle,Throne of Eldraine,56,English,,
1,Mistral Singer,Core Set 2021,58,English,,
1,Mists of Littjara,Kaldheim,67,English,,
2,Mistwalker,Kaldheim,68,English,,
1,Mizzium Tank,War of the Spark,138,English,,
1,Mnemonic Betrayal,Guilds of Ravnica,189,English,,
1,Mnemonic Wall,Iconic Masters,67,English,,
1,Mnemonic Wall,Theros,55,English,,
2,Moaning Wall,Hour of Devastation,72,English,,
1,Moat Piranhas,Core Set 2020,67,English,,
1,Mogg Flunkies,Masters 25,143,English,,
1,Mogg Flunkies,Mystery Booster,1014,English,,
3,Mogis's Favor,Theros Beyond Death,107,English,,
2,Molderhulk,Guilds of Ravnica,190,English,,
2,Moldgraf Millipede,Innistrad: Crimson Vow,209,English,,
1,Molten Blast,Zendikar Rising,149,English,,
1,Molten Nursery,Battle for Zendikar,130,English,,
1,Molten Rain,Mystery Booster,1016,English,,
4,Moment of Craving,Rivals of Ixalan,79,English,,
2,Moment of Heroism,Core Set 2020,30,English,,
4,Moment of Triumph,Rivals of Ixalan,15,English,,
1,Momentary Blink,Modern Masters 2017 Edition,16,English,,
1,Momentum Rumbler,Ikoria: Lair of Behemoths,126,English,,
1,Monk of the Open Hand,Adventures in the Forgotten Realms,25,English,,
1,Monkey-,Unstable,115,English,,
4,Mons's Goblin Raiders,Revised Edition,166,English,,
4,Mons's Goblin Raiders,Fourth Edition,231,English,,
2,Monstrous Onslaught,Aether Revolt,116,English,,
1,Monstrous Step,Ikoria: Lair of Behemoths,166,English,,
2,Moodmark Painter,Guilds of Ravnica,78,English,,
2,Moonlit Scavengers,Throne of Eldraine,57,English,,
3,Moonrager's Slash,Innistrad: Midnight Hunt,148,English,,
2,Moor Fiend,Ice Age,41,English,,
2,Moorland Inquisitor,Core Set 2020,31,English,,
1,Morale,The Dark,87,English,,
4,Morale,Fourth Edition,286,English,,
1,Morbid Opportunist,Innistrad: Midnight Hunt,113,English,,
2,Morgue Burst,Dragon's Maze,86,English,,
2,Morkrut Behemoth,Innistrad: Midnight Hunt,114,English,,
4,Morph,Extras: Masters 25,15,English,,
1,Mortician Beetle,Modern Masters 2017 Edition,78,English,,
2,Mortify,Ravnica Allegiance,192,English,,
1,Mortus Strider,Gatecrash,179,English,,
1,Moss Viper,Theros Beyond Death,179,English,,
1,Mother Kangaroo,Unstable,116,English,,
1,Mountain,Unstable,215,English,,
1,Mountain,Limited Edition Alpha,284,English,,
1,Mountain,Unlimited Edition,286,English,,
4,Mountain,Revised Edition,290,English,,
4,Mountain,Revised Edition,291,English,,
4,Mountain,Revised Edition,292,English,,
1,Mountain,Return to Ravnica,265,English,,
1,Mountain,Return to Ravnica,266,English,,
2,Mountain,Return to Ravnica,267,English,,
3,Mountain,Return to Ravnica,268,English,,
1,Mountain,Magic 2014 Core Set,244,English,,
2,Mountain,Magic 2014 Core Set,245,English,,
1,Mountain,Theros,242,English,,
1,Mountain,Theros,244,English,,
3,Mountain,Magic 2015 Core Set,262,English,,
3,Mountain,Magic 2015 Core Set,263,English,,
2,Mountain,Magic 2015 Core Set,264,English,,
1,Mountain,Magic 2015 Core Set,265,English,,
1,Mountain,Battle for Zendikar,265,English,,
4,Mountain,Kaladesh,259,English,,
4,Mountain,Kaladesh,260,English,,
4,Mountain,Kaladesh,261,English,,
1,Mountain,Amonkhet,264,English,,
2,Mountain,Amonkhet,265,English,,
2,Mountain,Amonkhet,266,English,,
4,Mountain,Hour of Devastation,196,English,,
4,Mountain,Hour of Devastation,197,English,,
4,Mountain,Ixalan,272,English,,
4,Mountain,Ixalan,273,English,,
4,Mountain,Ixalan,274,English,,
4,Mountain,Ixalan,275,English,,
4,Mountain,Rivals of Ixalan,195,English,,
4,Mountain,Dominaria,262,English,,
4,Mountain,Dominaria,263,English,,
4,Mountain,Dominaria,264,English,,
4,Mountain,Dominaria,265,English,,
4,Mountain,Core Set 2019,273,English,,
4,Mountain,Core Set 2019,274,English,,
4,Mountain,Core Set 2019,275,English,,
4,Mountain,Core Set 2019,276,English,,
2,Mountain,War of the Spark,259,English,,
1,Mountain,War of the Spark,261,English,,
2,Mountain,Core Set 2020,273,English,,
4,Mountain,Core Set 2020,274,English,,
4,Mountain,Core Set 2020,275,English,,
4,Mountain,Core Set 2020,276,English,,
1,Mountain,Throne of Eldraine,262,English,,
1,Mountain,Throne of Eldraine,263,English,,
2,Mountain,Theros Beyond Death,253,English,,
1,Mountain,Ikoria: Lair of Behemoths,269,English,,
1,Mountain,Ikoria: Lair of Behemoths,270,English,,
1,Mountain,Core Set 2021,271,English,,
1,Mountain,Zendikar Rising,275,English,,
1,Mountain,Zendikar Rising,276,English,,
1,Mountain,Adventures in the Forgotten Realms,275,English,,
2,Mountain,Innistrad: Midnight Hunt,274,English,,
1,Mountain,Innistrad: Midnight Hunt,275,English,,
2,Mountain,Innistrad: Crimson Vow,274,English,,
1,Mountain Goat,Ice Age,203,English,,
3,Mountain Yeti,Chronicles,53,English,,
1,Mounted Dreadknight,Innistrad: Midnight Hunt,150,English,,
2,Mourning Patrol // Morning Apparition,Innistrad: Midnight Hunt,28,English,,
1,Mudslide,Ice Age,204,English,,
1,Mulch,Mystery Booster,1271,English,,
1,Mulch,Innistrad: Crimson Vow,210,English,true,
1,Multi-Headed,Unstable,117,English,,
1,Multiple Choice,Strixhaven: School of Mages,48,English,,
2,Mummy Paramount,Hour of Devastation,16,English,,
1,Murasa Rootgrazer,Zendikar Rising,229,English,,
1,Murasa Sproutling,Zendikar Rising,196,English,,
1,Murder,Conspiracy: Take the Crown,143,English,,
2,Murder,Masters 25,98,English,,
1,Murder,Eldritch Moon,97,English,,
7,Murder,Core Set 2019,110,English,,
4,Murder,Core Set 2020,109,English,,
2,Murk Dwellers,Fourth Edition,32,English,,
1,Murk Strider,Battle for Zendikar,62,English,,
3,Murmuring Phantasm,Dragon's Maze,15,English,,
3,Muse Drake,Guilds of Ravnica,46,English,,
2,Mutant's Prey,Dragon's Maze,45,English,,
4,Mutiny,Rivals of Ixalan,106,English,,
3,Mutual Destruction,Ikoria: Lair of Behemoths,96,English,,
1,Mysterious Pathlighter,Throne of Eldraine,22,English,,
1,Mystic Decree,Homelands,43,English,,
1,Mystic Forge,Core Set 2020,233,English,,
1,Mystic Might,Ice Age,86,English,,
1,Mystic of the Hidden Way,Masters 25,67,English,,
1,Mystic of the Hidden Way,Mystery Booster,441,English,,
1,Mystic Sanctuary,Throne of Eldraine,247,English,,
1,Mystic Skull // Mystic Monstrosity,Innistrad: Midnight Hunt,256,English,,
1,Mystic Subdual,Ikoria: Lair of Behemoths,57,English,,
1,Mystical Dispute,Throne of Eldraine,58,English,,
1,Mystical Teachings,Modern Masters 2017 Edition,44,English,,
1,"Naban, Dean of Iteration",Dominaria,58,English,,
2,Nacre Talisman,Ice Age,304,English,,
1,"Nadaar, Selfless Paladin",Adventures in the Forgotten Realms,27,English,,
1,Nafs Asp,Fourth Edition,148,English,,
4,Naga Eternal,War of the Spark,60,English,,
3,Naga Vitalist,Amonkhet,176,English,,
1,Nagging Thoughts,Mystery Booster,442,English,,
2,"Nahiri, Storm of Stone",War of the Spark,233,English,,
1,Nahiri's Binding,Zendikar Rising,29,English,,
1,Nahiri's Lithoforming,Zendikar Rising,151,English,,
5,Nahiri's Stoneblades,War of the Spark,139,English,,
1,Nameless Inversion,Modern Masters 2015 Edition,87,English,,
1,Nantuko Disciple,Eighth Edition,268,English,,
1,Nantuko Husk,Onslaught,159,English,,
1,Nantuko Husk,Magic Origins,109,English,,
1,"Narfi, Betrayer King",Kaldheim,224,English,,
4,Narnam Cobra,Kaladesh,224,English,,
1,"Narset, Parter of Veils",War of the Spark,61,English,,
1,Natural Connection,Battle for Zendikar,179,English,,
3,Natural End,Core Set 2020,183,English,,
1,Naturalize,Gatecrash,127,English,,
3,Naturalize,Magic 2014 Core Set,186,English,,
1,Naturalize,Magic 2014 Core Set,186,Spanish,,
3,Naturalize,Rivals of Ixalan,139,English,,
1,Naturalize,Rivals of Ixalan,139,English,true,
4,Naturalize,Core Set 2019,190,English,,
2,Nature's Embrace,Innistrad: Crimson Vow,211,English,,
3,Nature's Spiral,Dominaria,175,English,,
1,Nav Squad Commandos,Gatecrash,22,English,,
4,Navigator's Compass,Dominaria,225,English,,
2,Nebelgast Beguiler,Innistrad: Crimson Vow,25,English,,
2,Nebelgast Herald,Eldritch Moon,71,English,,
1,Nebuchadnezzar,Chronicles,115,English,,
4,Necrite,Fallen Empires,22,English,,
4,Necrite,Fallen Empires,23,English,,
4,Necrite,Fallen Empires,24,English,,
1,Necropanther,Ikoria: Lair of Behemoths,302,English,,
1,Necropolis,The Dark,102,English,,
1,Necrosynthesis,Innistrad: Midnight Hunt,115,English,,
1,Necrotic Wound,Guilds of Ravnica,79,English,,
2,Needletooth Raptor,Rivals of Ixalan,107,English,,
2,Nef-Crop Entangler,Amonkhet,144,English,,
1,Negate,Magic 2014 Core Set,64,English,,
2,Negate,Magic Origins,65,English,,
4,Negate,Aether Revolt,40,English,,
4,Negate,Rivals of Ixalan,44,English,,
3,Negate,Core Set 2020,69,English,,
1,Negate,Zendikar Rising,71,English,,
1,Neoform,War of the Spark,206,English,,
1,Neonate's Rush,Innistrad: Midnight Hunt,151,English,,
1,Nephalia Seakite,Magic 2014 Core Set,65,English,,
1,Nessian Asp,Theros,164,English,,
1,Nessian Courser,Theros,165,English,,
1,Nessian Hornbeetle,Theros Beyond Death,182,English,,
1,Nest of Scarabs,Amonkhet,101,English,,
3,Nest Robber,Ixalan,152,English,,
2,Netcaster Spider,Iconic Masters,178,English,,
4,Netcaster Spider,Core Set 2020,184,English,,
1,"Nethroi, Apex of Death",Ikoria: Lair of Behemoths,197,English,,
1,Nettle Sentinel,Mystery Booster,1278,English,,
3,Nettling Imp,Revised Edition,27,English,,
2,Never Happened,Guilds of Ravnica,80,English,,
1,Never Happened,Guilds of Ravnica,80,English,true,
1,Neverwinter Dryad,Adventures in the Forgotten Realms,195,English,,
1,Nevinyrral's Disk,Revised Edition,267,English,,
4,New Horizons,Ixalan,198,English,,
3,New Horizons,War of the Spark,168,English,,
1,Nexus Wardens,Theros Beyond Death,184,English,,
3,Nezumi Cutthroat,Masters 25,99,English,,
2,"Niambi, Faithful Healer",Dominaria,272,English,,
1,Niblis of Dusk,Mystery Booster,444,English,,
1,Night Market Aeronaut,Aether Revolt,67,English,,
4,Night Market Lookout,Kaladesh,95,English,,
4,Night Soil,Fallen Empires,80,English,,
4,Night Soil,Fallen Empires,81,English,,
3,Night Soil,Fallen Empires,82,English,,
2,Nightmare Horror,Extras: Dominaria,6,English,,
1,Nightmare's Thirst,Core Set 2019,111,English,,
1,Nightsnare,Magic Origins,111,English,,
2,Nightsquad Commando,Ikoria: Lair of Behemoths,98,English,,
1,Nightveil Predator,Guilds of Ravnica,191,English,,
2,Nightveil Sprite,Guilds of Ravnica,48,English,,
1,Nightwing Shade,Magic 2014 Core Set,109,English,,
2,Nihil Spellbomb,Masters 25,226,English,,
1,Nimana Skitter-Sneak,Zendikar Rising,116,English,,
1,Nimana Skydancer,Zendikar Rising,117,English,,
4,Nimble Innovator,Kaladesh,58,English,,
1,Nimble-Blade Khenra,Amonkhet,145,English,,
4,Ninth Bridge Patrol,Kaladesh,22,English,,
2,Nirkana Assassin,Battle for Zendikar,118,English,,
1,"Nissa, Who Shakes the World",War of the Spark,169,English,,
2,Nissa's Pilgrimage,Magic Origins,190,English,,
1,Nissa's Triumph,War of the Spark,170,English,,
2,Nissa's Zendikon,Zendikar Rising,197,English,,
2,Nivix Barrier,Magic Origins,66,English,,
1,Nivix Cyclops,Dragon's Maze,87,English,,
1,No Way Out,Innistrad: Midnight Hunt,116,English,,
2,Noble Templar,Masters 25,25,English,,
1,Norritt,Ice Age,43,English,,
1,Northern Paladin,Revised Edition,213,English,,
4,Notion Rain,Guilds of Ravnica,193,English,,
1,Novice Dissector,Strixhaven: School of Mages,79,English,,
1,Novice Occultist,Innistrad: Midnight Hunt,117,English,,
1,Noxious Grasp,Core Set 2020,110,English,,
4,Noxious Groodion,Ravnica Allegiance,78,English,,
3,Numbing Jellyfish,Unstable,42,English,,
1,Nylea's Disciple,Theros,167,English,,
1,Nylea's Forerunner,Theros Beyond Death,186,English,,
1,Nylea's Huntmaster,Theros Beyond Death,187,English,,
1,Nyx Infusion,Journey into Nyx,77,English,,
2,Nyxborn Colossus,Theros Beyond Death,191,English,,
2,Nyxborn Courser,Theros Beyond Death,29,English,,
3,Nyxborn Marauder,Theros Beyond Death,109,English,,
1,Nyxborn Rollicker,Born of the Gods,102,English,,
3,Nyxborn Seaguard,Theros Beyond Death,57,English,,
1,Nyxborn Shieldmate,Born of the Gods,21,English,,
4,Oakenform,Core Set 2019,191,English,,
1,Oakgnarl Warrior,Mystery Booster,1282,English,,
3,Oashra Cultivator,Amonkhet,177,English,,
1,Oasis,Fourth Edition,185,English,,
2,Oasis Ritualist,Hour of Devastation,124,English,,
1,Oath of Kaya,War of the Spark,209,English,,
2,Oath of Teferi,Dominaria,200,English,,
1,Oathsworn Vampire,Rivals of Ixalan,80,English,,
5,Ob Nixilis's Cruelty,War of the Spark,101,English,,
1,Oblivion's Hunger,Zendikar Rising,119,English,,
1,Obzedat's Aid,Dragon's Maze,89,English,,
1,Octoprophet,Core Set 2020,70,English,,
1,Of One Mind,Ikoria: Lair of Behemoths,60,English,,
3,Oggyar Battle-Seer,Strixhaven: School of Mages,209,English,,
2,Ogre Errant,Throne of Eldraine,132,English,,
1,Ogre Jailbreaker,Return to Ravnica,72,English,,
2,Ogre Siegebreaker,Core Set 2020,215,English,,
1,Ojutai Interceptor,Dragons of Tarkir,66,English,,
1,Ojutai's Breath,Iconic Masters,68,English,,
1,Oketra's Attendant,Amonkhet,22,English,,
2,Oketra's Avenger,Hour of Devastation,17,English,,
1,"Oko, the Trickster",Throne of Eldraine,309,English,,
4,Oko's Accomplices,Throne of Eldraine,310,English,,
2,Oko's Hospitality,Throne of Eldraine,312,English,,
1,Old Stickfingers,Innistrad: Midnight Hunt,321,English,,
1,Olivia's Attendants,Innistrad: Crimson Vow,172,English,,
2,Olivia's Midnight Ambush,Innistrad: Midnight Hunt,118,English,,
3,Omen of the Dead,Theros Beyond Death,110,English,,
1,Omen of the Forge,Theros Beyond Death,145,English,,
1,Omen of the Hunt,Theros Beyond Death,192,English,,
4,Omen of the Sea,Theros Beyond Death,58,English,,
1,Omen of the Sun,Theros Beyond Death,30,English,,
1,Omenspeaker,Theros,57,English,,
4,Omenspeaker,Core Set 2019,64,English,,
1,Ominous Seas,Ikoria: Lair of Behemoths,61,English,,
2,Ominous Sphinx,Hour of Devastation,41,English,,
1,Omnispell Adept,Guilds of Ravnica,49,English,,
3,On Serra's Wings,Dominaria,28,English,,
4,Onakke Ogre,Core Set 2019,153,English,,
1,Once Upon a Time,Throne of Eldraine,169,English,,
1,Ondu Greathorn,Battle for Zendikar,40,English,,
1,Ondu War Cleric,Oath of the Gatewatch,31,English,,
1,One with the Stars,Theros Beyond Death,59,English,,
4,One With the Wind,Ixalan,64,English,,
1,Opal Lake Gatekeepers,Dragon's Maze,16,English,,
3,Open Fire,Hour of Devastation,105,English,,
4,Open the Gates,Ravnica Allegiance,133,English,true,
1,Open the Omenpaths,Kaldheim,143,English,,
1,Opportunistic Dragon,Throne of Eldraine,133,English,,
1,Oppressive Rays,Journey into Nyx,19,English,,
4,Opt,Ixalan,65,English,,
4,Opt,Dominaria,60,English,,
3,Opt,Throne of Eldraine,59,English,,
2,Opt,Core Set 2021,59,English,,
2,Oracle of Dust,Battle for Zendikar,63,English,,
4,Orazca Frillback,Rivals of Ixalan,140,English,,
3,Orazca Raptor,Rivals of Ixalan,108,English,,
1,Orazca Raptor,Rivals of Ixalan,108,English,true,
4,Orazca Relic,Rivals of Ixalan,181,English,,
1,Orb of Dragonkind,Adventures in the Forgotten Realms,157,English,,
3,Orchard Spirit,Magic Origins,192,English,,
2,Orcish Artillery,Revised Edition,167,English,,
2,Orcish Artillery,Fourth Edition,232,English,,
1,Orcish Captain,Fallen Empires,123,English,,
1,Orcish Conscripts,Ice Age,206,English,,
2,Orcish Lumberjack,Ice Age,210,English,,
2,Orcish Mine,Homelands,98,English,,
1,Orcish Oriflamme,Revised Edition,168,English,,
4,Orcish Spy,Fallen Empires,124,English,,
4,Orcish Spy,Fallen Empires,125,English,,
4,Orcish Spy,Fallen Empires,126,English,,
10,Orcish Vandal,Dominaria,137,English,,
1,Orcish Veteran,Fallen Empires,128,English,,
3,Orcish Veteran,Fallen Empires,129,English,,
1,Orcish Veteran,Fallen Empires,130,English,,
4,Order of Leitbur,Fallen Empires,164,English,,
4,Order of Leitbur,Fallen Empires,165,English,,
2,Order of Midnight // Alter Fate,Throne of Eldraine,99,English,,
3,Order of the Ebon Hand,Fallen Empires,26,English,,
4,Order of the Ebon Hand,Fallen Empires,27,English,,
1,Ordinary Pony,Unstable,17,English,,
1,Oread of Mountain's Blaze,Theros Beyond Death,146,English,,
3,Oreskos Swiftclaw,Core Set 2019,31,English,,
1,Oreskos Swiftclaw,Core Set 2019,31,English,true,
1,Organ Hoarder,Innistrad: Midnight Hunt,66,English,,
1,Orgg,Fallen Empires,131,English,,
4,Ornamental Courage,Kaladesh,164,English,,
1,Ornery Goblin,Guilds of Ravnica,112,English,,
2,Ornithopter,Revised Edition,270,English,,
2,Orzhov Cluestone,Dragon's Maze,142,English,,
1,Orzhov Guildgate,Gatecrash,244,English,,
2,Orzhov Guildgate,Dragon's Maze,153,English,,
4,Orzhov Guildgate,Ravnica Allegiance,252,English,,
4,Orzhov Guildgate,Ravnica Allegiance,253,English,,
2,Orzhov Guildgate,War of the Spark,269,English,,
4,Orzhov Locket,Ravnica Allegiance,236,English,,
2,Orzhov Racketeers,Ravnica Allegiance,80,English,,
2,Osai Vultures,Fourth Edition,288,English,,
1,Otherworldly Gaze,Innistrad: Midnight Hunt,67,English,,
1,Outflank,Throne of Eldraine,23,English,,
2,Outland Liberator // Frenzied Trapbreaker,Innistrad: Midnight Hunt,190,English,,
1,Outland Liberator // Frenzied Trapbreaker,Innistrad: Midnight Hunt,303,English,,
3,Outmuscle,Throne of Eldraine,170,English,,
1,Outnumber,Battle for Zendikar,150,English,,
1,Overcome,Hour of Devastation,125,English,,
1,Overgrown Arch,Strixhaven: School of Mages,139,English,,
4,Overgrown Armasaur,Rivals of Ixalan,141,English,,
1,Overwhelm,Modern Masters 2015 Edition,152,English,,
1,Overwhelming Denial,Oath of the Gatewatch,61,English,,
3,Owlin Shieldmage,Strixhaven: School of Mages,210,English,,
1,Oxidda Daredevil,Scars of Mirrodin,100,English,,
2,Pacifism,Masters 25,28,English,,
1,Pacifism,Magic 2013,24,English,,
1,Pacifism,Magic 2014 Core Set,25,English,,
3,Pacifism,Core Set 2020,32,English,,
4,Pacifism,Ikoria: Lair of Behemoths,25,English,,
4,Pack Mastiff,Core Set 2020,152,English,,
3,Pack's Betrayal,Innistrad: Midnight Hunt,153,English,,
3,Pack's Favor,Guilds of Ravnica,139,English,,
1,Packsong Pup,Innistrad: Crimson Vow,213,English,,
2,Painful Lesson,Amonkhet,102,English,,
1,Painiac,Unstable,91,English,,
1,Paired Tactician,Zendikar Rising,31,English,,
4,Paladin of the Bloodstained,Ixalan,25,English,,
1,Paladin's Shield,Adventures in the Forgotten Realms,30,English,,
1,Palladia-Mors,Chronicles,117,English,,
1,Panic,Ice Age,212,English,,
1,Panicked Bystander // Cackling Culprit,Innistrad: Crimson Vow,28,English,,
2,Paradise Druid,War of the Spark,171,English,,
1,Paradox Haze,Mystery Booster Retail Edition Foils,27,English,true,
4,Paralyze,Revised Edition,29,English,,
3,Paralyze,Fourth Edition,35,English,,
1,Parasitic Grasp,Innistrad: Crimson Vow,123,English,,
2,Parcelbeast,Ikoria: Lair of Behemoths,304,English,,
4,Pardic Wanderer,Dominaria,226,English,,
1,Parhelion II,War of the Spark,24,English,,
4,Parhelion Patrol,Guilds of Ravnica,22,English,,
1,Parish-Blade Trainee,Innistrad: Crimson Vow,29,English,,
1,Part Water,Legends,66,English,,
4,Passwall Adept,Guilds of Ravnica,50,English,,
1,Patagia Tiger,Ikoria: Lair of Behemoths,26,English,,
3,Path of Peace,Masters 25,29,English,,
2,Path of Peril,Innistrad: Crimson Vow,124,English,,
1,Path to Exile,Mystery Booster,196,English,,
2,Path to the Festival,Innistrad: Midnight Hunt,191,English,,
1,Patrician Geist,Innistrad: Midnight Hunt,69,English,,
4,Pause for Reflection,Guilds of Ravnica,140,English,,
1,Pay No Heed,Magic 2014 Core Set,27,English,,
4,Pearled Unicorn,Revised Edition,214,English,,
1,Pearled Unicorn,Fourth Edition,289,English,,
4,Peema Outrider,Kaladesh,166,English,,
1,Pegasus Courser,Mystery Booster,198,English,,
4,Pegasus Courser,Dominaria,29,English,,
4,Pegasus Courser,Core Set 2019,32,English,,
1,Pelakka Wurm,Core Set 2019,192,English,,
1,Pentarch Ward,Iconic Masters,27,English,,
1,Penumbra Spider,Modern Masters 2017 Edition,131,English,,
1,Perimeter Sergeant,Ikoria: Lair of Behemoths,27,English,,
1,Permeating Mass,Eldritch Moon,165,English,,
5,Persistent Petitioners,Ravnica Allegiance,44,English,,
2,Persistent Specimen,Innistrad: Crimson Vow,125,English,,
1,Personal Incarnation,Revised Edition,215,English,,
2,Pest Summoning,Strixhaven: School of Mages,211,English,,
1,Pestilence,Revised Edition,30,English,,
3,Pestilence,Fourth Edition,36,English,,
1,Pestilence Rats,Ice Age,45,English,,
1,Pestilent Haze,Core Set 2021,118,English,,
1,Pestilent Spirit,Ravnica Allegiance,81,English,true,
3,Pestilent Wolf,Innistrad: Midnight Hunt,192,English,,
3,Phantasmal Bear,Masters 25,69,English,,
1,Phantasmal Bear,Mystery Booster,453,English,,
1,Phantasmal Forces,Revised Edition,69,English,,
1,Phantasmal Forces,Fourth Edition,88,English,,
4,Phantasmal Terrain,Revised Edition,70,English,,
2,Phantasmal Terrain,Fourth Edition,89,English,,
1,Phantom Carriage,Innistrad: Midnight Hunt,70,English,,
1,Phantom Monster,Iconic Masters,69,English,,
1,Phantom Monster,Revised Edition,71,English,,
1,Phantom Monster,Fourth Edition,90,English,,
1,Pharika's Cure,Theros,100,English,,
1,Pharika's Disciple,Magic Origins,194,English,,
2,Pharika's Libation,Theros Beyond Death,111,English,,
1,Pharika's Spawn,Theros Beyond Death,112,English,,
1,Phase Dolphin,Ikoria: Lair of Behemoths,62,English,,
2,Pheres-Band Brawler,Theros Beyond Death,193,English,,
1,Pheres-Band Tromper,Born of the Gods,134,English,,
1,Phoenix of Ash,Theros Beyond Death,148,English,,
3,Phylactery Lich,Core Set 2019,113,English,,
1,Phyresis,Mirrodin Besieged,49,English,,
3,Phyrexian Ghoul,Masters 25,100,English,,
3,Phyrexian Rager,Iconic Masters,102,English,,
2,Phyrexian Scriptures,Dominaria,100,English,,
1,Phytoburst,Dragon's Maze,46,English,,
4,Pierce the Sky,Dominaria,176,English,,
1,Piercing Light,Innistrad: Crimson Vow,30,English,,
1,Piety,Fourth Edition,291,English,,
1,Pikemen,Fourth Edition,292,English,,
2,Pilfered Plans,Dragon's Maze,90,English,,
1,Pilfering Imp,Guilds of Ravnica,81,English,,
2,Pillage,Masters 25,144,English,,
2,Pillar of Flame,Iconic Masters,141,English,,
1,Pillar of Origins,Ixalan,241,English,,
4,Pillardrop Rescuer,Strixhaven: School of Mages,23,English,,
3,Pillarfield Ox,Magic 2014 Core Set,28,English,,
1,Pin to the Earth,Journey into Nyx,45,English,,
1,Pinion Feast,Mystery Booster,1294,English,,
4,Pious Interdiction,Ixalan,26,English,,
3,Pious Wayfarer,Theros Beyond Death,32,English,,
4,Pirate's Cutlass,Ixalan,242,English,,
1,Pirate's Pillage,Rivals of Ixalan,109,English,,
4,Pirate's Prize,Ixalan,68,English,,
2,Piston-Fist Cyclops,Guilds of Ravnica,217,English,,
1,Pistus Strike,Mirrodin Besieged,86,English,,
1,Pit Fight,Gatecrash,223,English,,
3,Pit Keeper,Modern Masters 2017 Edition,81,English,,
4,Pit Scorpion,Fourth Edition,37,English,,
1,Pitchburn Devils,Magic 2014 Core Set,149,English,,
3,Pitiless Gorgon,Guilds of Ravnica,218,English,,
2,Pitiless Pontiff,Ravnica Allegiance,194,English,,
2,Pitiless Vizier,Amonkhet,103,English,,
2,Pixie Guide,Adventures in the Forgotten Realms,66,English,,
4,Plague Rats,Revised Edition,31,English,,
4,Plague Rats,Fourth Edition,38,English,,
4,Plague Wight,Ravnica Allegiance,82,English,,
3,Plaguecrafter,Guilds of Ravnica,82,English,,
1,Plains,Unstable,212,English,,
1,Plains,Limited Edition Alpha,285,English,,
1,Plains,Unlimited Edition,291,English,,
3,Plains,Revised Edition,293,English,,
1,Plains,Revised Edition,295,English,,
1,Plains,Ninth Edition,332,English,,
1,Plains,Return to Ravnica,250,English,,
2,Plains,Return to Ravnica,253,English,,
1,Plains,Magic 2015 Core Set,251,English,,
1,Plains,Magic 2015 Core Set,252,English,,
1,Plains,Magic Origins,255,English,,
4,Plains,Kaladesh,250,English,,
4,Plains,Kaladesh,251,English,,
4,Plains,Kaladesh,252,English,,
4,Plains,Amonkhet,255,English,,
4,Plains,Amonkhet,256,English,,
4,Plains,Amonkhet,257,English,,
1,Plains,Hour of Devastation,190,English,,
4,Plains,Ixalan,260,English,,
4,Plains,Ixalan,261,English,,
4,Plains,Ixalan,262,English,,
4,Plains,Ixalan,263,English,,
4,Plains,Rivals of Ixalan,192,English,,
4,Plains,Dominaria,250,English,,
4,Plains,Dominaria,251,English,,
4,Plains,Dominaria,252,English,,
4,Plains,Dominaria,253,English,,
4,Plains,Core Set 2019,261,English,,
4,Plains,Core Set 2019,262,English,,
4,Plains,Core Set 2019,263,English,,
4,Plains,Core Set 2019,264,English,,
2,Plains,War of the Spark,250,English,,
3,Plains,War of the Spark,251,English,,
1,Plains,War of the Spark,252,English,,
2,Plains,Core Set 2020,262,English,,
2,Plains,Core Set 2020,263,English,,
2,Plains,Core Set 2020,264,English,,
1,Plains,Throne of Eldraine,250,English,,
2,Plains,Theros Beyond Death,250,English,,
1,Plains,Zendikar Rising,266,English,,
1,Plains,Zendikar Rising,267,English,,
1,Plains,Zendikar Rising,268,English,,
